Unnamed: 0,state_code,latitude,longitude,zip_code,id,city,Unnamed: 6,name,labels,founded_at,closed_at,first_funding_at,last_funding_at,age_first_funding_year,age_last_funding_year,age_first_milestone_year,age_last_milestone_year,relationships,funding_rounds,funding_total_usd,milestones,state_code.1,is_CA,is_NY,is_MA,is_TX,is_otherstate,category_code,is_software,is_web,is_mobile,is_enterprise,is_advertising,is_gamesvideo,is_ecommerce,is_biotech,is_consulting,is_othercategory,object_id,has_VC,has_angel,has_roundA,has_roundB,has_roundC,has_roundD,avg_participants,is_top500,status
2,NY,40.745064,-73.992637,10001,c:101312,New York,,SideTour,1,6/1/2011,,7/1/2011,3/25/2013,0.0822,1.8164,1.0849,2.3014,7,3,4000000,2,NY,0,1,0,0,0,web,0,1,0,0,0,0,0,0,0,0,c:101312,0,1,1,0,0,0,2.0,1,acquired
533,CA,37.441537,-122.158332,94301,c:30343,Palo Alto,Palo Alto CA 94301,ShopWell,1,1/1/2008,,2/22/2010,12/20/2012,2.1452,4.9726,2.3671,2.7123,4,5,7939553,2,CA,1,0,0,0,0,web,0,1,0,0,0,0,0,0,0,0,c:30343,1,0,0,1,0,0,2.0,1,acquired
91,CA,37.336191,-121.890583,95110,c:13465,San Jose,San Jose CA 95110,Cassatt,1,1/1/2003,,3/1/2006,3/1/2006,3.1644,3.1644,2.0027,2.0027,6,1,15000000,1,CA,1,0,0,0,0,software,1,0,0,0,0,0,0,0,0,0,c:13465,0,0,0,0,0,1,3.0,1,acquired
341,NY,40.738567,-73.987199,10007,c:20313,New York,,SpaBooker,1,11/1/2007,,1/1/2008,10/1/2011,0.1671,3.9178,0.0,2.9178,8,2,14700000,2,NY,0,1,0,0,0,software,1,0,0,0,0,0,0,0,0,0,c:20313,0,1,1,0,0,0,4.0,1,acquired
957,CA,37.4233896,-122.08995120000002,94043,c:60,Mountain View,,Jajah,1,1/1/2005,,3/1/2006,3/1/2009,1.1616,4.1644,3.0,8.9205,19,4,33000000,4,CA,1,0,0,0,0,mobile,0,0,1,0,0,0,0,0,0,0,c:60,0,0,1,1,1,1,1.3333,1,acquired
1057,CA,37.779281,-122.419236,92606,c:763,San Francisco,San Francisco CA 92606,WooMe,1,12/1/2000,,4/1/2007,6/12/2008,6.3342,7.5342,7.1726,10.9315,8,3,17400000,3,CA,1,0,0,0,0,web,0,1,0,0,0,0,0,0,0,0,c:763,0,0,1,1,0,0,2.3333,1,acquired
755,CA,34.054935,-118.244476,90301,c:43480,Los Angeles,Los Angeles CA 90301,Mail.com Media Corporation,0,1/1/2004,1/1/2011,10/21/2008,10/21/2008,4.8082,4.8082,6.6027,6.7233,4,1,35000000,2,CA,1,0,0,0,0,web,0,1,0,0,0,0,0,0,0,0,c:43480,0,0,0,0,0,1,3.0,1,closed
361,CA,37.7776778,-122.3921102,94107,c:2178,San Francisco,,What They Like,0,8/29/2007,10/21/2011,8/29/2007,8/29/2007,0.0,0.0,,,2,1,990000,0,CA,1,0,0,0,0,web,0,1,0,0,0,0,0,0,0,0,c:2178,0,0,1,0,0,0,2.0,0,closed
821,CA,37.78505300000001,-122.287295,60606,c:46943,Chicago,Chicago CA 60606,Braintree,1,10/1/2007,,6/29/2011,9/17/2012,3.7452,4.9671,4.6822,4.8384,10,2,69000000,2,CA,1,0,0,0,0,software,1,0,0,0,0,0,0,0,0,0,c:46943,0,0,1,1,0,0,3.5,1,acquired
956,CA,37.536402,-122.325129,94403,c:5988,San Mateo,,B-hive Networks,1,1/1/2005,,8/25/2006,8/25/2006,1.6466,1.6466,,,4,2,7500000,0,CA,1,0,0,0,0,software,1,0,0,0,0,0,0,0,0,0,c:5988,0,1,1,0,0,0,2.0,1,acquired
318,CA,37.788266,-122.403865,94108,c:1923,San Francisco,,Lookery,1,8/1/2007,,2/7/2008,9/4/2008,0.5205,1.0959,0.2521,2.0575,12,2,3150000,2,CA,1,0,0,0,0,web,0,1,0,0,0,0,0,0,0,0,c:1923,0,1,1,0,0,0,11.5,1,acquired
1015,CA,34.147645000000004,-118.144478,91105,c:6854,Pasadena,Pasadena CA 91105,Loud3r,0,9/1/2007,7/15/2012,6/5/2009,12/28/2009,1.7616,2.326,0.8767,3.0274,12,2,3529175,3,CA,1,0,0,0,0,web,0,1,0,0,0,0,0,0,0,0,c:6854,1,0,1,0,0,0,1.0,0,closed
877,CA,37.77522800000001,-122.39963,94107,c:522,San Francisco,,Simple Star,1,1/1/2001,,8/1/2003,8/10/2005,2.5808,4.6082,0.5808,10.2219,3,2,7100000,3,CA,1,0,0,0,0,web,0,1,0,0,0,0,0,0,0,0,c:522,0,1,1,0,0,0,1.5,1,acquired
1082,CA,37.36883,-122.03635,94089,c:80433,Sunnyvale,Sunnyvale CA 94089,FlashSoft,1,11/25/2009,,6/28/2011,6/28/2011,1.589,1.589,1.1863,2.5452,6,1,3000000,2,CA,1,0,0,0,0,software,1,0,0,0,0,0,0,0,0,0,c:80433,0,0,1,0,0,0,2.0,1,acquired
1075,NY,42.961748,-78.870914,14217,c:79456,Kenmore,Kenmore NY 14217,TrustDegrees,0,3/1/2011,1/1/2012,4/17/2011,6/9/2011,0.1288,0.274,0.3068,0.3068,5,2,11000,1,NY,0,1,0,0,0,web,0,1,0,0,0,0,0,0,0,0,c:79456,0,1,0,0,0,0,1.0,0,closed
629,CA,37.398022,-122.049143,94043,c:3610,Mountain View,,Clearwell Systems,1,12/6/2004,5/19/2011,4/4/2006,8/22/2007,1.3259999999999998,2.7096,4.3699,6.462999999999999,6,2,29000000,3,CA,1,0,0,0,0,software,1,0,0,0,0,0,0,0,0,0,c:3610,0,0,0,1,1,0,2.5,1,acquired
539,CA,37.400945,-122.111318,94040-1309,c:30667,Mountain View,,Impeva,0,1/1/2004,3/16/2012,11/3/2008,11/3/2008,4.8438,4.8438,,,2,1,10000000,0,CA,1,0,0,0,0,software,1,0,0,0,0,0,0,0,0,0,c:30667,0,0,0,1,0,0,2.0,0,closed
946,CA,32.833501,-117.26162,92037,c:59054,La Jolla,La Jolla CA 92037,Nettle,0,10/4/2010,1/1/2012,8/11/2011,8/11/2011,0.8521,0.8521,0.0,2.9425,3,1,500000,3,CA,1,0,0,0,0,web,0,1,0,0,0,0,0,0,0,0,c:59054,0,1,0,0,0,0,3.0,1,closed
51,CA,37.787126,-122.39783,94105,c:1205,San Francisco,,Songbird,0,2/1/2006,6/28/2013,10/2/2006,1/27/2010,0.6658,3.989,5.0849,7.3699,27,3,11015719,4,CA,1,0,0,0,0,mobile,0,0,1,0,0,0,0,0,0,0,c:1205,1,0,1,0,0,0,2.0,1,closed
870,CA,37.779281,-122.419236,94110,c:51379,San Francisco,San Francisco CA 94110,1000memories,1,7/1/2010,,1/1/2010,2/16/2011,-0.4959,0.6301,0.589,3.011,8,2,2535000,2,CA,1,0,0,0,0,web,0,1,0,0,0,0,0,0,0,0,c:51379,0,1,1,0,0,0,5.0,1,acquired
749,NY,40.729839,-73.991781,10003,c:43263,New York,New York NY 10003,Feedtrace,1,8/10/2009,,3/1/2010,3/1/2010,0.5562,0.5562,-0.0247,1.9288,3,1,130000,2,NY,0,1,0,0,0,web,0,1,0,0,0,0,0,0,0,0,c:43263,0,1,0,0,0,0,1.0,0,acquired
250,CA,25.752358,-80.25468000000002,94104,c:1716,San Francisco,,Scrapblog,1,1/1/2006,,3/6/2006,2/5/2010,0.1753,4.0986,0.7342,5.0493,8,4,10000000,3,CA,1,0,0,0,0,web,0,1,0,0,0,0,0,0,0,0,c:1716,0,0,1,1,1,0,1.25,1,acquired
3,NY,40.775309,-73.98365600000002,10001,c:10137,New York,,Producteev,1,7/8/2008,,7/15/2008,2/1/2010,0.0192,1.5699,2.4849,4.8712,12,3,1310000,2,NY,0,1,0,0,0,software,1,0,0,0,0,0,0,0,0,0,c:10137,0,1,0,0,0,0,6.0,1,acquired
342,CA,38.904549,-77.061767,94104,c:2033,San Francisco,,HotPads,1,5/4/2005,,3/1/2007,3/1/2007,1.8247,1.8247,3.8959,5.9068,15,1,2300000,3,CA,1,0,0,0,0,web,0,1,0,0,0,0,0,0,0,0,c:2033,0,0,1,0,0,0,1.0,0,acquired
47,CA,37.571318,-122.267962,94404,c:11531,Foster City,,Right90,1,1/1/2003,,2/28/2005,9/23/2008,2.1616,5.7315,5.0027,5.0027,5,3,22000000,1,CA,1,0,0,0,0,software,1,0,0,0,0,0,0,0,0,0,c:11531,0,0,1,1,1,0,2.6667,1,acquired
927,CA,37.388869,-122.072353,94041,c:57338,Mountain View,Mountain View CA 94041,Votizen,1,3/19/2009,,9/23/2010,2/24/2012,1.5151,2.937,2.6384,3.8164,6,2,2250000,2,CA,1,0,0,0,0,web,0,1,0,0,0,0,0,0,0,0,c:57338,1,0,0,0,0,0,8.5,1,acquired
590,CA,37.553743,-122.300246,94402,c:334,San Mateo,,TalkPlus,0,2/1/2004,5/7/2008,10/1/2006,10/1/2006,2.6658,2.6658,,,6,1,5500000,0,CA,1,0,0,0,0,web,0,1,0,0,0,0,0,0,0,0,c:334,0,0,1,0,0,0,1.0,1,closed
983,CA,37.36883,-122.03635,94085,c:63053,Sunnyvale,Sunnyvale CA 94085,PasswordBank,1,1/1/2008,,3/1/2008,7/1/2009,0.1644,1.4986,3.1644,5.5479,6,2,3500000,2,CA,1,0,0,0,0,software,1,0,0,0,0,0,0,0,0,0,c:63053,0,1,1,0,0,0,1.0,0,acquired
1007,CA,37.433414,-122.128772,94306,c:668,Palo Alto,,SnapTell,1,1/1/2006,,6/7/2007,6/7/2007,1.4301,1.4301,2.3452,3.4575,5,1,4000000,3,CA,1,0,0,0,0,software,1,0,0,0,0,0,0,0,0,0,c:668,0,0,1,0,0,0,4.0,1,acquired
248,CA,37.409618,-122.017792,94089,c:17070,Sunnyvale,,CloudShield Technologies,1,1/1/2000,,10/28/2005,9/17/2007,5.8274,7.7151,10.0082,10.0082,11,2,25000000,1,CA,1,0,0,0,0,software,1,0,0,0,0,0,0,0,0,0,c:17070,1,0,0,0,0,0,4.5,1,acquired
1039,NY,40.73901,-73.997259,10011,c:7329,New York,New York NY 10011,Instinctiv,1,8/1/2007,,6/1/2008,5/5/2011,0.8356,3.7616,0.9041,0.9041,5,3,1420698,1,NY,0,1,0,0,0,mobile,0,0,1,0,0,0,0,0,0,0,c:7329,1,1,0,0,0,0,2.0,1,acquired
331,CA,37.441537,-122.158332,94301,c:19725,Palo Alto,Palo Alto CA 94301,Codesion,1,1/1/2002,,9/1/2007,7/1/2010,5.6685,8.5014,6.7534,8.0932,4,3,1400000,2,CA,1,0,0,0,0,software,1,0,0,0,0,0,0,0,0,0,c:19725,0,1,0,0,0,0,1.0,0,acquired
652,CA,37.76179550000001,-122.4092704,94110,c:3770,San Francisco,,Xoopit,1,1/1/2004,,12/1/2006,4/2/2008,2.9178,4.2548,2.0027,7.1699,4,2,6500000,3,CA,1,0,0,0,0,web,0,1,0,0,0,0,0,0,0,0,c:3770,0,0,1,0,0,0,7.0,1,acquired
283,CA,37.555962,-122.288006,94404,c:17738,San Mateo,,M-Factor,1,1/1/2003,,6/14/2007,2/10/2009,4.4521,6.1151,6.5863,6.5863,3,2,10100000,1,CA,1,0,0,0,0,software,1,0,0,0,0,0,0,0,0,0,c:17738,1,0,0,0,1,0,3.0,1,acquired
786,CA,37.354469,-121.990433,95051,c:45112,Santa Clara,Santa Clara CA 95051,Athena Design Systems,0,1/1/2003,1/1/2012,1/29/2007,1/29/2007,4.0795,4.0795,,,0,1,4000000,0,CA,1,0,0,0,0,software,1,0,0,0,0,0,0,0,0,0,c:45112,0,0,0,1,0,0,6.0,1,closed
376,CA,37.552262,-122.292146,94403,c:22726,San Mateo,,Servo Software,1,1/1/2008,,12/15/2009,12/15/2009,1.9562,1.9562,1.9562,2.0027,11,1,3011408,3,CA,1,0,0,0,0,software,1,0,0,0,0,0,0,0,0,0,c:22726,0,0,0,1,0,0,1.0,1,acquired
754,CA,37.551882,-122.313472,94402,c:43458,San Mateo,San Mateo CA 94402,Levanta,0,1/1/1998,5/9/2008,9/23/2007,9/23/2007,9.7315,9.7315,6.0027,6.0027,2,1,8000000,1,CA,1,0,0,0,0,software,1,0,0,0,0,0,0,0,0,0,c:43458,1,0,0,0,0,0,3.0,1,closed
669,CA,37.755068,-122.418026,94110,c:38337,San Francisco,,about.me,1,2/5/2013,,2/5/2013,2/5/2013,0.0,0.0,-1.8027,-0.0959,21,1,5675000,2,CA,1,0,0,0,0,web,0,1,0,0,0,0,0,0,0,0,c:38337,1,0,0,0,0,0,4.0,1,acquired
37,CA,37.445326,-122.160671,94301,c:1111,Palo Alto,,EchoSign,1,7/15/2005,,10/1/2005,10/1/2007,0.2137,2.2137,4.6301,5.5534,8,2,8500000,3,CA,1,0,0,0,0,web,0,1,0,0,0,0,0,0,0,0,c:1111,0,0,1,1,0,0,1.0,1,acquired
294,CA,37.441537,-122.158332,94301,c:179507,Palo Alto,Palo Alto CA 94301,ScaleIO,1,1/1/2011,,12/4/2012,12/4/2012,1.926,1.926,1.6685,2.4658,1,1,12000000,2,CA,1,0,0,0,0,software,1,0,0,0,0,0,0,0,0,0,c:179507,1,0,0,0,0,0,2.0,1,acquired
189,CA,37.381876,-121.95993,95054,c:16134,Santa Clara,,Kickfire,0,1/1/2006,6/17/2010,7/31/2008,7/31/2008,2.5808,2.5808,3.0027,4.6082,4,1,20000000,2,CA,1,0,0,0,0,software,1,0,0,0,0,0,0,0,0,0,c:16134,0,0,0,1,0,0,4.0,1,closed
477,CA,37.5568425,-122.2884881,94404,c:27339,San Mateo,,Aptana,1,1/1/2007,,7/14/2009,7/14/2009,2.5342,2.5342,-1.2521,4.0493,3,1,7800000,2,CA,1,0,0,0,0,software,1,0,0,0,0,0,0,0,0,0,c:27339,1,0,0,0,0,0,2.0,1,acquired
1142,CA,37.2624049,-121.95770520000002,95008,c:9665,Campbell,,Atrua Technologies,1,1/1/2000,,12/7/2006,2/25/2009,6.937,9.1589,6.0055,6.0055,6,3,13000000,1,CA,1,0,0,0,0,mobile,0,0,1,0,0,0,0,0,0,0,c:9665,0,0,0,0,0,1,3.0,1,acquired
302,CA,37.293687,-121.934573,95008,c:18163,Campbell,,Casabi,1,1/1/2004,,12/19/2005,3/12/2007,1.9671,3.1945,2.2493,2.2493,5,2,12800000,1,CA,1,0,0,0,0,mobile,0,0,1,0,0,0,0,0,0,0,c:18163,0,0,1,1,0,0,2.5,1,acquired
114,NY,40.73901,-73.997259,10011,c:14345,New York,New York NY 10011,Peek & Co,0,11/1/2007,2/22/2013,1/1/2008,8/12/2011,0.1671,3.7808,3.8356,6.1178,6,2,626096,3,NY,0,1,0,0,0,mobile,0,0,1,0,0,0,0,0,0,0,c:14345,1,0,1,0,0,0,1.0,1,closed
978,CA,37.4210225,-122.1377411,94301,c:62269,Palo Alto,,GoPollGo,1,1/1/2011,,7/27/2011,7/27/2011,0.5671,0.5671,0.5671,2.3534,5,1,425000,3,CA,1,0,0,0,0,web,0,1,0,0,0,0,0,0,0,0,c:62269,0,1,0,0,0,0,2.0,1,acquired
665,CA,32.833501,-117.26162,92037,c:38196,La Jolla,La Jolla CA 92037,Ortiva Wireless,1,1/1/2004,,2/1/2005,10/4/2011,1.0877,7.7616,6.8849,6.8849,9,5,40000000,1,CA,1,0,0,0,0,mobile,0,0,1,0,0,0,0,0,0,0,c:38196,1,0,1,1,1,0,4.0,1,acquired
899,CA,37.78699829999999,-122.400893,94107,c:54465,San Francisco,,Kima Labs,1,1/1/2010,,8/1/2010,8/1/2010,0.5808,0.5808,0.0,2.1315,3,1,770000,3,CA,1,0,0,0,0,mobile,0,0,1,0,0,0,0,0,0,0,c:54465,0,1,0,0,0,0,6.0,1,acquired
15,CA,40.730646,-73.986614,94111,c:1042,San Francisco,,Whiskey Media,1,10/1/2007,,3/24/2009,12/31/2009,1.4795,2.2521,2.2521,2.2521,6,2,4000000,1,CA,1,0,0,0,0,web,0,1,0,0,0,0,0,0,0,0,c:1042,1,0,0,0,0,0,1.0,0,acquired
686,CA,37.504764,-122.259568,94085,c:3950,Sunnyvale,,Cotendo,1,1/1/2008,,1/1/2008,6/15/2011,0.0,3.4548,2.0247,3.9753,9,4,36000000,3,CA,1,0,0,0,0,software,1,0,0,0,0,0,0,0,0,0,c:3950,0,0,1,1,1,1,3.0,1,acquired
965,CA,37.445586,-122.161929,94301-1705,c:60457,Palo Alto,Palo Alto CA 94301-1705,Particle Code,1,5/1/2010,,6/30/2010,6/30/2010,0.1644,0.1644,1.4822,1.4822,3,1,3000000,1,CA,1,0,0,0,0,software,1,0,0,0,0,0,0,0,0,0,c:60457,1,0,0,0,0,0,1.0,0,acquired
1068,CA,37.7710177,-122.4025976,94103,c:7748,San Francisco,,Flowgram,0,6/1/2007,6/11/2008,1/31/2008,1/31/2008,0.6685,0.6685,0.7973,5.2849,1,1,1300000,3,CA,1,0,0,0,0,web,0,1,0,0,0,0,0,0,0,0,c:7748,0,1,0,0,0,0,8.0,1,closed
1028,NY,40.74406,-74.004592,10012,c:714,New York,,Behance,1,2/1/2006,,5/14/2012,5/14/2012,6.2849,6.2849,5.7507,7.3068,15,1,6500000,3,NY,0,1,0,0,0,web,0,1,0,0,0,0,0,0,0,0,c:714,0,0,1,0,0,0,8.0,1,acquired
99,CA,32.9388917,-117.2398594,92130,c:13734,San Diego,,Imagine Communications,1,1/1/2005,,1/1/2005,4/20/2010,0.0,5.3014,5.0027,5.0027,17,4,34700000,1,CA,1,0,0,0,0,software,1,0,0,0,0,0,0,0,0,0,c:13734,1,0,1,1,0,0,2.25,1,acquired
726,CA,37.440682,-122.123103,94303,c:42112,Palo Alto,Palo Alto CA 94303,Moonshoot,0,1/1/2007,2/1/2012,2/18/2010,4/1/2012,3.1342,5.2521,3.1342,3.5425,6,2,6760000,2,CA,1,0,0,0,0,web,0,1,0,0,0,0,0,0,0,0,c:42112,1,0,0,0,0,0,1.5,1,closed
191,CA,37.31679000000001,-122.05079,95014,c:16178,Cupertino,,ArcSight,1,1/1/2000,,1/1/2000,6/30/2006,0.0,6.4986,0.337,10.0082,24,3,26914000,3,CA,1,0,0,0,0,software,1,0,0,0,0,0,0,0,0,0,c:16178,0,0,1,1,1,0,6.0,1,acquired
181,CA,37.3867729,-122.07522240000002,94041,c:1600,Mountain View,,Kosmix,1,1/1/2005,,11/1/2005,12/8/2008,0.8329,3.937,3.4822,7.6658,26,4,55000000,5,CA,1,0,0,0,0,web,0,1,0,0,0,0,0,0,0,0,c:1600,0,0,1,1,1,1,2.75,1,acquired
53,NY,40.729839,-73.991781,10003,c:12071,New York,New York NY 10003,Xtify Inc.,1,4/1/2009,,5/1/2010,2/7/2012,1.0822,2.8548,1.611,4.5096,9,2,5686383,3,NY,0,1,0,0,0,mobile,0,0,1,0,0,0,0,0,0,0,c:12071,0,0,1,0,0,0,2.0,0,acquired
1141,CA,37.780134,-122.396744,94107,c:96,San Francisco,,iSkoot,1,4/22/2005,,11/29/2006,11/7/2008,1.6055,3.5479,,,10,3,32200000,0,CA,1,0,0,0,0,mobile,0,0,1,0,0,0,0,0,0,0,c:96,0,0,1,1,1,0,4.0,1,acquired
589,CA,37.556732,-122.288378,94404,c:33198,San Francisco,,Causata,1,1/1/2009,,10/5/2009,11/1/2011,0.7589,2.8329,0.7589,3.8356,12,2,15500000,2,CA,1,0,0,0,0,software,1,0,0,0,0,0,0,0,0,0,c:33198,0,0,1,1,0,0,1.0,1,acquired
